rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2014),rank change from 2014,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
255,Mount Olive High School,9-12,"1,470",13.2,11.90%,34.7,80,-175,Public,18 Corey Road,Flanders,7836,Morris,Mount Olive Township School District,No,(n/a),No,No,(973) 927-2208,111,"1,009 (68.6 %)",108 (7.3 %),198 (13.5 %),128 (8.7 %),1 (0.1 %),1 (0.1 %),25 (1.7 %)
256,Monmouth Regional High School,9-12,985,12.7,26.40%,34.4,263,7,Public,One Norman J Field Way,Tinton Falls,7724,Monmouth,Monmouth Regional High School District,No,(n/a),No,Yes,(732) 542-1170,77,533 (54.1 %),175 (17.8 %),172 (17.5 %),64 (6.5 %),1 (0.1 %),3 (0.3 %),37 (3.8 %)
257,Hamilton West-Watson,9-12,"1,244",12,41.80%,34.1,328,71,Public,2720 South Clinton Avenue,Hamilton,8610,Mercer,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4168,103,566 (45.5 %),250 (20.1 %),357 (28.7 %),33 (2.7 %),1 (0.1 %),0 (0.0 %),37 (3.0 %)
258,Lacey Township High School,9-12,"1,318",11.4,23.80%,34,190,-68,Public,73 Haines Street,Lanoka Harbor,8734,Ocean,Lacey Township School District,No,(n/a),No,No,(609) 971-2020,115,"1,219 (92.5 %)",6 (0.5 %),67 (5.1 %),11 (0.8 %),0 (0.0 %),0 (0.0 %),15 (1.1 %)
259,Hackensack High School,9-12,"1,815",13.4,52.00%,33.8,291,32,Public,First & Beech Streets,Hackensack,7601,Bergen,Hackensack School District,No,(n/a),No,Yes,(201) 646-7900,135,383 (21.1 %),446 (24.6 %),867 (47.8 %),110 (6.1 %),4 (0.2 %),2 (0.1 %),3 (0.2 %)
260,Ocean Township High School,9-12,"1,213",11.1,26.60%,33.7,189,-71,Public,550 West Park Avenue,Oakhurst,7755,Monmouth,Township of Ocean School District,No,(n/a),No,No,(732) 531-5650,109,827 (68.2 %),138 (11.4 %),137 (11.3 %),102 (8.4 %),0 (0.0 %),1 (0.1 %),8 (0.7 %)
261,Glassboro High School,9-12,611,13.5,37.30%,33.7,312,51,Public,560 Joseph L Bowe Blvd,Glassboro,8028,Gloucester,Glassboro School District,No,(n/a),No,Yes,(856) 652-2700,45,309 (50.6 %),216 (35.4 %),62 (10.1 %),18 (2.9 %),2 (0.3 %),0 (0.0 %),4 (0.7 %)
262,Arthur L. Johnson High School,9-12,790,11.6,7.10%,33.6,97,-165,Public,365 Westfield Avenue,Clark,7066,Union,Clark Township Public Schools,No,(n/a),No,No,(732) 382-0910,68,705 (89.2 %),6 (0.8 %),57 (7.2 %),15 (1.9 %),0 (0.0 %),6 (0.8 %),1 (0.1 %)
263,Northern Burlington County Regional High School,9-12,"1,355",14.1,14.10%,33.5,135,-128,Public,160 Mansfield Road East,Columbus,8022,Burlington,Northern Burlington County Regional School District,No,(n/a),No,Yes,(609) 298-3900,96,930 (68.6 %),179 (13.2 %),114 (8.4 %),110 (8.1 %),6 (0.4 %),5 (0.4 %),11 (0.8 %)
264,Camden County Technical School-GTC,9-12,"1,397",10.6,61.40%,33.3,351,87,Public,343 Berlin Cross Keys Road,Sicklerville,8081,Camden,Camden County Technical School District,No,(n/a),No,Yes,(856) 767-7000,131,483 (34.6 %),429 (30.7 %),397 (28.4 %),23 (1.6 %),0 (0.0 %),0 (0.0 %),65 (4.7 %)
265,Gloucester County Institute of Technology,9-12,"1,317",14.3,13.30%,33,109,-156,Public,1360 Tanyard Road,Sewell,8080,Gloucester,Gloucester County Vocational-Technical School District,No,(n/a),No,Yes,(856) 468-1445,92,"1,070 (81.2 %)",56 (4.3 %),90 (6.8 %),36 (2.7 %),3 (0.2 %),2 (0.2 %),60 (4.6 %)
266,Jackson Memorial High School,9-12,"1,640",14,14.00%,33,178,-88,Public,101 Don Connor Blvd,Jackson,8527,Ocean,Jackson Township School District,No,(n/a),No,No,(732) 833-4670,117,"1,403 (85.5 %)",106 (6.5 %),86 (5.2 %),43 (2.6 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
267,Rumson-Fair Haven Regional High School,9-12,938,11.3,0.30%,32.8,34,-233,Public,74 Ridge Road,Rumson,7760,Monmouth,Rumson-Fair Haven Regional High School School District,No,(n/a),No,No,(732) 842-1597,83,882 (94.0 %),12 (1.3 %),27 (2.9 %),10 (1.1 %),0 (0.0 %),0 (0.0 %),7 (0.7 %)
268,Camden County Technical School-Pennsauken,9-12,721,10.6,87.90%,32.7,294,26,Public,6008 Browning Road,Pennsauken,8109,Camden,Camden County Technical School District,No,(n/a),No,Yes,(856) 663-1040,68,16 (2.2 %),235 (32.6 %),436 (60.5 %),22 (3.1 %),1 (0.1 %),1 (0.1 %),10 (1.4 %)
269,Manville High School,9-12,389,11.7,45.80%,32.7,306,37,Public,1100 Brooks Boulevard,Manville,8835,Somerset,Manville Board Of Education,No,(n/a),No,Yes,(908) 231-6806,33,212 (54.5 %),20 (5.1 %),146 (37.5 %),9 (2.3 %),0 (0.0 %),1 (0.3 %),1 (0.3 %)
270,New Egypt High School,9-12,521,12.1,18.80%,32.3,114,-156,Public,117 Evergreen Road,New Egypt,8533,Ocean,Plumsted Township School District,No,(n/a),No,Yes,(609) 758-6800,43,468 (89.8 %),14 (2.7 %),36 (6.9 %),3 (0.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
271,Sparta High School,9-12,"1,142",11.8,4.00%,32.3,88,-183,Public,70 West Mountain Road,Sparta,7871,Sussex,Sparta Township Public School District,No,(n/a),No,Yes,(973) 729-6191,96,"1,033 (90.5 %)",20 (1.8 %),50 (4.4 %),39 (3.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
272,Howell High School,9-12,"2,290",15.2,7.30%,32.2,61,-211,Public,405 Squankum Yellowbrook Road,Farmingdale,7727,Monmouth,Freehold Regional High School District,No,(n/a),No,No,(732) 919-2131,150,"1,986 (86.7 %)",91 (4.0 %),119 (5.2 %),77 (3.4 %),0 (0.0 %),5 (0.2 %),12 (0.5 %)
273,Performing Arts Academy Of The Ocean County Vocational Technical,9-12,256,42.6,0.00%,32.2,28,-245,Public,Route 547,Lakehurst,8733,Ocean,Ocean County Vocational Technical School School District,No,(n/a),No,No,(732) 286-5678,6,212 (82.8 %),8 (3.1 %),30 (11.7 %),3 (1.2 %),0 (0.0 %),1 (0.4 %),2 (0.8 %)
274,Whippany Park High School,9-12,726,13.4,1.90%,31.7,173,-101,Public,165 Whippany Road,Whippany,7981,Morris,Hanover Park Regional High School District,No,(n/a),No,No,(973) 887-3004,54,581 (80.0 %),13 (1.8 %),48 (6.6 %),81 (11.2 %),1 (0.1 %),0 (0.0 %),2 (0.3 %)
275,Lenape Valley Regional High School,9-12,824,13.2,14.20%,31.6,152,-123,Public,28 Sparta Road,Stanhope,7874,Sussex,Lenape Valley Regional High School District,No,(n/a),No,Yes,(973) 347-7600,62,697 (84.6 %),26 (3.2 %),69 (8.4 %),27 (3.3 %),4 (0.5 %),1 (0.1 %),0 (0.0 %)
276,Colonia High School,9-12,"1,364",11.4,32.20%,31.4,149,-127,Public,East Street,Colonia,7067,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 726-7060,119,714 (52.3 %),192 (14.1 %),235 (17.2 %),221 (16.2 %),0 (0.0 %),0 (0.0 %),2 (0.1 %)
277,Union Senior High,9-12,"2,335",12.5,39.80%,30.9,311,34,Public,2350 North Third Street,Union,7083,Union,Township Of Union School District,No,(n/a),No,Yes,(908) 851-6500,186,512 (21.9 %),"1,137 (48.7 %)",439 (18.8 %),229 (9.8 %),0 (0.0 %),14 (0.6 %),4 (0.2 %)
278,Wildwood High School,9-12,252,6.4,76.20%,30.7,367,89,Public,4300 Pacific Ave,Wildwood,8260,Cape May,Wildwood City School District,No,(n/a),No,Yes,(609) 522-7922,39,104 (41.3 %),39 (15.5 %),107 (42.5 %),1 (0.4 %),0 (0.0 %),0 (0.0 %),1 (0.4 %)
279,Atlantic City High School,9-12,"2,010",10,68.90%,30.7,354,75,Public,1400 N Albany Avenue,Atlantic City,8401,Atlantic,Atlantic City School District,No,(n/a),No,Yes,(609) 343-7300,200,377 (18.8 %),563 (28.0 %),686 (34.1 %),366 (18.2 %),2 (0.1 %),11 (0.5 %),5 (0.2 %)
280,Jackson Liberty High School,9-12,"1,344",14.2,26.90%,30.5,195,-85,Public,125 North Hope Chapel Road,Jackson,8527,Ocean,Jackson Township School District,No,(n/a),No,Yes,(732) 833-4700,94,"1,053 (78.3 %)",98 (7.3 %),146 (10.9 %),43 (3.2 %),0 (0.0 %),0 (0.0 %),4 (0.3 %)
281,Cape May County Technical High SChool,9-12,599,9.6,24.50%,30.4,57,-224,Public,188 Crest Haven Rd,Cape May Court House,8210,Cape May,Cape May County Technical High School District,No,(n/a),No,Yes,(609) 465-2161,62,518 (86.5 %),29 (4.8 %),38 (6.3 %),12 (2.0 %),1 (0.2 %),0 (0.0 %),1 (0.2 %)
282,Cherry Hill High School West,9-12,"1,403",12.8,29.80%,30,153,-129,Public,2101 Chapel Ave,Cherry Hill,8034,Camden,Cherry Hill School District,No,(n/a),No,Yes,(856) 663-8006,109,865 (61.7 %),153 (10.9 %),183 (13.0 %),163 (11.6 %),1 (0.1 %),6 (0.4 %),32 (2.3 %)
283,Hoboken Charter School,K-12,287,9.8,26.80%,29.7,295,12,"Public, Charter, Alternative",713 Washington St,Hoboken,7030,Hudson,Hoboken Charter School,Yes,(n/a),No,Yes,(201) 963-0222,29,146 (50.9 %),43 (15.0 %),75 (26.1 %),10 (3.5 %),0 (0.0 %),0 (0.0 %),13 (4.5 %)
284,Middlesex County Vocational School Perth Amboy,9-12,292,13.2,75.70%,29.7,276,-8,Public,457 High Street,Perth Amboy,8861,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 376-6300,22,33 (11.3 %),30 (10.3 %),223 (76.4 %),5 (1.7 %),0 (0.0 %),1 (0.3 %),0 (0.0 %)
285,Deptford Township High School,9-12,"1,064",13.4,43.90%,29.6,265,-20,Public,575 S Fox Run Rd,Deptford,8096,Gloucester,Deptford Township Public School District,No,(n/a),No,No,(856) 232-2713,79,627 (58.9 %),283 (26.6 %),106 (10.0 %),46 (4.3 %),0 (0.0 %),2 (0.2 %),0 (0.0 %)
286,Delran High School,9-12,855,11.8,19.30%,29.5,232,-54,Public,50 Hartford Road,Delran,8075,Burlington,Delran Township School District,No,(n/a),No,Yes,(856) 461-6100,72,648 (75.8 %),82 (9.6 %),65 (7.6 %),40 (4.7 %),2 (0.2 %),0 (0.0 %),18 (2.1 %)
287,Creative Arts Morgan Village Academy,6-12,370,9.4,86.20%,29.5,334,47,"Public, Alternative",990 Morgan Boulevard,Camden,8104,Camden,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-6267,39,2 (0.5 %),275 (74.3 %),91 (24.6 %),2 (0.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
288,Pennsauken High School,9-12,"1,427",11.9,69.90%,29.3,340,52,Public,800 Hylton Road,Pennsauken,8110,Camden,Pennsauken Township Board Of Education School District,No,(n/a),No,Yes,(856) 662-8500,119,204 (14.3 %),496 (34.8 %),571 (40.0 %),156 (10.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
289,South Plainfield High School,9-12,"1,107",12.4,29.50%,29.3,180,-109,Public,200 Lake Street,South Plainfield,7080,Middlesex,South Plainfield School District,No,(n/a),No,Yes,(908) 754-4620,89,547 (49.4 %),181 (16.4 %),237 (21.4 %),134 (12.1 %),2 (0.2 %),5 (0.5 %),1 (0.1 %)
290,Central Regional High School,9-12,"1,333",14,35.40%,29.2,280,-10,Public,509 Forest Hills Parkway,Bayville,8721,Ocean,Central Regional School District,No,(n/a),No,Yes,(732) 269-1100,95,"1,006 (75.5 %)",96 (7.2 %),171 (12.8 %),17 (1.3 %),0 (0.0 %),3 (0.2 %),40 (3.0 %)
291,Chartertech High School For The Performing Arts,9-12,338,9.6,60.10%,29,318,27,"Public, Charter",413 New Road,Somers Point,8244,Atlantic,Chartertech High School For The Performing Arts,Yes,(n/a),No,Yes,(609) 926-7694,35,122 (36.1 %),128 (37.9 %),76 (22.5 %),4 (1.2 %),0 (0.0 %),1 (0.3 %),7 (2.1 %)
292,Salem High School,9-12,317,6.4,73.50%,29,378,86,Public,219 Walnut St,Salem,8079,Salem,Salem City School District,No,(n/a),No,Yes,(856) 935-3900,49,66 (20.8 %),231 (72.9 %),18 (5.7 %),2 (0.6 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
293,Roselle Park High School,9-12,598,10.6,42.30%,29,82,-211,Public,185 W Webster Ave,Roselle Park,7204,Union,Roselle Park Board Of Education,No,(n/a),No,Yes,(908) 241-4550,56,236 (39.5 %),68 (11.4 %),258 (43.1 %),30 (5.0 %),0 (0.0 %),5 (0.8 %),1 (0.2 %)
294,Toms River High School South,9-12,"1,391",12.7,27.40%,28.9,261,-33,Public,55 Hyers Street,Toms River,8753,Ocean,Toms River Regional School District,No,(n/a),No,No,(732) 505-5738,109,"1,079 (77.6 %)",108 (7.8 %),142 (10.2 %),37 (2.7 %),0 (0.0 %),0 (0.0 %),25 (1.8 %)
295,Union County TEAMS Charter School,K-12,338,13.5,54.10%,28.8,292,-3,"Public, Charter, Alternative",515 517 West Fourth Street,Plainfield,7060,Union,Union County Teams Charter School-High School/College La,Yes,(n/a),No,Yes,(908) 754-9043,25,2 (0.6 %),271 (80.2 %),64 (18.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
296,Hillside High School,9-12,849,10.7,63.70%,28.5,327,31,Public,1085 Liberty Ave,Hillside,7205,Union,Hillside Board Of Education,No,(n/a),No,Yes,(908) 352-7664,79,77 (9.1 %),600 (70.7 %),165 (19.4 %),7 (0.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
297,Clifton High School,9-12,"3,156",13.8,55.80%,28.3,307,10,Public,333 Colfax Avenue,Clifton,7013,Passaic,Clifton Public School District,No,(n/a),No,No,(973) 470-2312,228,"1,041 (33.0 %)",156 (4.9 %),"1,719 (54.5 %)",233 (7.4 %),3 (0.1 %),0 (0.0 %),4 (0.1 %)
298,Memorial High School,9-12,701,13.4,63.50%,28.2,,,Public,504 East Broad Street,Millville,8332,Cumberland,Millville School District,No,(n/a),No,Yes,(856) 327-6072,52,352 (50.2 %),190 (27.1 %),144 (20.5 %),4 (0.6 %),3 (0.4 %),0 (0.0 %),8 (1.1 %)
299,Belvidere High School,9-12,481,10.9,14.40%,28.2,213,-86,Public,809 Oxford Street,Belvidere,7823,Warren,Belvidere School District,No,(n/a),No,Yes,(908) 475-4025,44,432 (89.8 %),6 (1.2 %),22 (4.6 %),6 (1.2 %),1 (0.2 %),1 (0.2 %),13 (2.7 %)
300,New Brunswick High School,9-12,"1,765",11.7,86.30%,28.2,360,60,Public,1000 Somerset St,New Brunswick,8901,Middlesex,New Brunswick School District,No,(n/a),No,Yes,(732) 745-5300,150,13 (0.7 %),243 (13.8 %),"1,495 (84.7 %)",11 (0.6 %),1 (0.1 %),0 (0.0 %),2 (0.1 %)
301,Ewing High School,9-12,"1,171",13,42.50%,28.2,299,-2,Public,900 Parkway Ave,Ewing,8618,Mercer,Ewing Township School District,No,(n/a),No,Yes,(609) 538-9800,90,358 (30.6 %),572 (48.8 %),162 (13.8 %),42 (3.6 %),0 (0.0 %),1 (0.1 %),36 (3.1 %)
302,Academy for Urban Leadership Charter School,8-12,386,128.6,71.20%,27.9,267,-35,"Public, Charter",612 Amboy Ave,Perth Amboy,8861,Middlesex,Academy for Urban Leadership Charter School,Yes,(n/a),No,Yes,(848) 203-3742,3,2 (0.5 %),25 (6.5 %),355 (92.0 %),2 (0.5 %),0 (0.0 %),1 (0.3 %),1 (0.3 %)
303,Pennsville Memorial High School,9-12,463,8.7,25.10%,27.8,293,-10,Public,110 S Broadway,Pennsville,8070,Salem,Pennsville Public School District,No,(n/a),No,Yes,(856) 540-6200,53,430 (92.9 %),3 (0.6 %),10 (2.2 %),10 (2.2 %),2 (0.4 %),0 (0.0 %),8 (1.7 %)
304,David Brearley Middle/High School,7-12,719,11.2,23.60%,27.8,252,-52,Public,401 Monroe Avenue,Kenilworth,7033,Union,Kenilworth School District,No,(n/a),No,No,(908) 931-9696,64,425 (59.1 %),84 (11.7 %),174 (24.2 %),21 (2.9 %),2 (0.3 %),3 (0.4 %),10 (1.4 %)
305,Passaic Valley Regional High School,9-12,"1,355",12.9,24.50%,27.7,192,-113,Public,170 East Main Street,Little Falls,7424,Passaic,Passaic Valley Regional High School District #1,No,(n/a),No,Yes,(973) 890-2500,105,850 (62.7 %),34 (2.5 %),388 (28.6 %),79 (5.8 %),0 (0.0 %),0 (0.0 %),4 (0.3 %)
306,Ocean City High School,9-12,"1,262",12.2,18.10%,27.7,124,-182,Public,501 Atlantic Avenue,Ocean City,8226,Cape May,Ocean City School District,No,(n/a),No,No,(609) 399-1290,103,"1,156 (91.6 %)",23 (1.8 %),48 (3.8 %),19 (1.5 %),2 (0.2 %),4 (0.3 %),10 (0.8 %)
307,Haddon Heights Junior-Senior High School,7-12,761,11.1,19.10%,27.6,138,-169,Public,301 Second Avenue,Haddon Heights,8035,Camden,HADDON HEIGHTS School District,No,(n/a),No,Yes,(856) 547-1920,68,551 (72.4 %),143 (18.8 %),38 (5.0 %),10 (1.3 %),1 (0.1 %),0 (0.0 %),18 (2.4 %)
308,TEAM Academy Charter School,K-12,"2,729",11.1,87.90%,27.5,266,-42,"Public, Charter, Alternative",60 Park Place,Newark,7102,Essex,Team Academy Charter School,Yes,(n/a),No,Yes,(973) 622-0905,245,5 (0.2 %),"2,557 (93.7 %)",160 (5.9 %),2 (0.1 %),2 (0.1 %),1 (0.0 %),2 (0.1 %)
309,Burlington County Inst Of Technical - Medford,9-12,834,12.8,32.30%,27,223,-86,Public,10 Hawkin Rd,Medford,8055,Burlington,Burlington County Institute Of Technology,No,(n/a),No,No,(609) 654-0200,65,506 (60.7 %),144 (17.3 %),124 (14.9 %),13 (1.6 %),1 (0.1 %),2 (0.2 %),44 (5.3 %)
310,The Barack Obama Green Charter High School,9-12,233,8.9,76.80%,26.8,356,46,"Public, Charter",35 Watchung Ave,Plainfield,7060,Union,The Barack Obama Green Charter High School,Yes,(n/a),No,Yes,(877) 643-4064,26,2 (0.9 %),117 (50.2 %),108 (46.4 %),3 (1.3 %),1 (0.4 %),0 (0.0 %),2 (0.9 %)
311,Dunellen High School,9-12,332,11,44.30%,26.5,238,-73,Public,411 First Street,Dunellen,8812,Middlesex,Dunellen Public School District,No,(n/a),No,Yes,(732) 968-0885,30,147 (44.3 %),44 (13.3 %),123 (37.0 %),18 (5.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
312,Pinelands Regional High School,10-12,815,9.9,36.30%,26.4,304,-8,Public,565 Nugentown Road,Little Egg Harbor,8087,Ocean,Pinelands Regional School District,No,(n/a),No,No,(609) 296-3106,82,726 (89.1 %),20 (2.5 %),52 (6.4 %),14 (1.7 %),0 (0.0 %),2 (0.2 %),1 (0.1 %)
313,Cliffside Park High School,9-12,"1,115",12.6,70.50%,26.3,302,-11,Public,538 Palisade Avenue,Cliffside Park,7010,Bergen,Cliffside Park School District,No,(n/a),No,Yes,(201) 313-2370,88,366 (32.8 %),31 (2.8 %),686 (61.5 %),27 (2.4 %),0 (0.0 %),1 (0.1 %),4 (0.4 %)
314,Palmyra High School,7-12,421,10.5,40.10%,26,347,33,Public,5th & Weart Boulevard,Palmyra,8065,Burlington,Palmyra Public School District,No,(n/a),No,Yes,(856) 786-9400,40,242 (57.5 %),107 (25.4 %),50 (11.9 %),8 (1.9 %),2 (0.5 %),0 (0.0 %),12 (2.9 %)
315,Bridgeton High School,9-12,"1,243",11,8.40%,25.6,353,38,Public,111 N West Avenue,Bridgeton,8302,Cumberland,Bridgeton City School District,No,(n/a),No,Yes,(856) 455-8030,112,103 (8.3 %),394 (31.7 %),722 (58.1 %),0 (0.0 %),8 (0.6 %),0 (0.0 %),16 (1.3 %)
316,Pitman High School,9-12,401,9.5,5.50%,25.6,209,-107,Public,225 Linden Ave,Pitman,8071,Gloucester,Pitman Boro School District,No,(n/a),No,No,(856) 589-2121,42,375 (93.5 %),6 (1.5 %),6 (1.5 %),5 (1.2 %),2 (0.5 %),0 (0.0 %),7 (1.7 %)
317,Raritan High School,9-12,968,12.5,15.20%,25.4,187,-130,Public,419 Middle Road,Hazlet,7730,Monmouth,Hazlet Township Public School District,No,(n/a),No,No,(732) 264-8411,77,829 (85.6 %),25 (2.6 %),86 (8.9 %),24 (2.5 %),0 (0.0 %),0 (0.0 %),4 (0.4 %)
318,M.E.T.S. Charter School,6-12,534,10.6,69.90%,25.4,229,-89,"Public, Charter, Alternative",211 Sherman Ave,Jersey City,7307,Hudson,M.E.T.S. Charter School,Yes,(n/a),No,Yes,(201) 526-8500,50,55 (10.3 %),201 (37.6 %),199 (37.3 %),72 (13.5 %),1 (0.2 %),5 (0.9 %),1 (0.2 %)
319,Kearny High School,9-12,"1,731",13.1,50.10%,25.4,258,-61,Public,336 Devon St,Kearny,7032,Hudson,Kearny,No,(n/a),No,Yes,(201) 955-5050,132,679 (39.2 %),44 (2.5 %),971 (56.1 %),35 (2.0 %),1 (0.1 %),1 (0.1 %),0 (0.0 %)
320,Thomas Jefferson Arts Academy,9-12,930,10.5,82.90%,25.4,339,19,Public,27 Martin Luther King Jr Plaza,Elizabeth,7201,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6767,88,86 (9.2 %),258 (27.7 %),577 (62.0 %),8 (0.9 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
321,Sterling High School,9-12,961,13.3,31.40%,25.4,224,-97,Public,501 South Warwick Road,Somerdale,8083,Camden,Sterling Regional School District,No,(n/a),No,Yes,(856) 784-1333,72,605 (63.0 %),197 (20.5 %),82 (8.5 %),37 (3.9 %),1 (0.1 %),5 (0.5 %),34 (3.5 %)
322,Manchester Township High School,9-12,997,11.3,29.80%,25.2,264,-58,Public,101 S Colonial Dr,Manchester,8759,Ocean,Manchester Township School District,No,(n/a),No,No,(732) 657-2121,88,669 (67.1 %),145 (14.5 %),138 (13.8 %),36 (3.6 %),2 (0.2 %),3 (0.3 %),4 (0.4 %)
323,Bloomfield High School,9-12,"1,937",12.1,49.50%,25.1,284,-39,Public,160 Broad Street,Bloomfield,7003,Essex,Bloomfield Township School District,No,(n/a),No,Yes,(973) 680-8500,160,512 (26.4 %),563 (29.1 %),687 (35.5 %),159 (8.2 %),5 (0.3 %),11 (0.6 %),0 (0.0 %)
324,Middle Township High School,9-12,755,11.6,37.60%,25,285,-39,Public,300 East Atlantic Avenue,Cape May Court House,8210,Cape May,Middle Township Public School District,No,(n/a),No,Yes,(609) 465-1852,65,522 (69.1 %),161 (21.3 %),54 (7.2 %),13 (1.7 %),0 (0.0 %),2 (0.3 %),3 (0.4 %)
325,University Academy Charter High School,9-12,423,11.4,76.40%,24.9,372,47,"Public, Charter",275 West Side Avenue,Jersey City,7305,Hudson,University Academy Charter High School,Yes,(n/a),No,Yes,(201) 200-3200,37,9 (2.1 %),228 (53.9 %),138 (32.6 %),48 (11.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
326,Middlesex County Vocational School East Brunswick,9-12,384,10.1,40.40%,24.8,220,-106,Public,112 Rues Lane,East Brunswick,8816,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 254-8700,38,202 (52.6 %),41 (10.7 %),114 (29.7 %),14 (3.6 %),2 (0.5 %),1 (0.3 %),10 (2.6 %)
327,Williamstown High School,9-12,"1,842",14.8,30.50%,24.7,201,-126,Public,700 N Tuckahoe Rd,Williamstown,8094,Gloucester,Monroe Township Public School District,No,(n/a),No,No,(856) 262-8200,124,"1,249 (67.8 %)",383 (20.8 %),125 (6.8 %),62 (3.4 %),3 (0.2 %),2 (0.1 %),18 (1.0 %)
328,Newark Early College High School,7-12,324,8.1,79.60%,24.6,,,Public,403 South Orange Avenue,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-8301,40,2 (0.6 %),276 (85.2 %),44 (13.6 %),1 (0.3 %),1 (0.3 %),0 (0.0 %),0 (0.0 %)
329,Neptune High School,9-12,"1,405",14,54.20%,24.6,352,23,Public,55 Neptune Boulevard,Neptune,7753,Monmouth,Neptune Township School District,No,(n/a),No,Yes,(732) 776-2200,100,342 (24.3 %),765 (54.4 %),216 (15.4 %),20 (1.4 %),1 (0.1 %),2 (0.1 %),59 (4.2 %)
330,Long Branch High School,9-12,"1,278",12.4,74.60%,24.4,341,11,Public,404 Indiana Avenue,Long Branch,7740,Monmouth,LONG BRANCH PUBLIC SCHOOL District,No,(n/a),No,Yes,(732) 229-7300,103,335 (26.2 %),309 (24.2 %),623 (48.7 %),9 (0.7 %),1 (0.1 %),0 (0.0 %),1 (0.1 %)
331,Somerville High School,9-12,"1,159",12.8,15.00%,24.2,134,-197,Public,222 Davenport St,Somerville,8876,Somerset,Somerville Public School District,No,(n/a),No,No,(908) 218-4108,90,805 (69.5 %),90 (7.8 %),170 (14.7 %),83 (7.2 %),0 (0.0 %),7 (0.6 %),4 (0.3 %)
332,Leap Academy University Charter School,K-12,"1,378",13.1,88.30%,24.2,300,-32,"Public, Charter, Alternative",549 Cooper Street,Camden,8102,Camden,Leap Academy University Charter School,Yes,(n/a),No,Yes,(856) 614-0400,105,4 (0.3 %),601 (43.6 %),738 (53.6 %),29 (2.1 %),2 (0.1 %),0 (0.0 %),4 (0.3 %)
333,Lindenwold High School,9-12,560,10.5,66.30%,24.2,332,-1,Public,801 Egg Harbor Road,Lindenwold,8021,Camden,Lindenwold Public School District,No,(n/a),No,Yes,(856) 741-0320,53,79 (14.1 %),259 (46.3 %),209 (37.3 %),12 (2.1 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
334,Oakcrest High School,9-12,992,10.6,51.10%,23.6,305,-29,Public,1824 Dr Dennis Foreman Drive,Mays Landing,8330,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 909-2600,93,444 (44.8 %),305 (30.7 %),168 (16.9 %),66 (6.7 %),0 (0.0 %),3 (0.3 %),6 (0.6 %)
335,Passaic High School # 12,9-12,"2,940",14.7,99.60%,23.4,376,41,Public,170 Paulison Ave.,Passaic,7055,Passaic,Passaic City School District,No,(n/a),No,Yes,(973) 470-5600,200,27 (0.9 %),170 (5.8 %),"2,665 (90.6 %)",74 (2.5 %),2 (0.1 %),2 (0.1 %),0 (0.0 %)
336,Lakewood High School,9-12,"1,112",11,86.00%,23.2,375,39,Public,855 Somerset Avenue,Lakewood,8701,Ocean,Lakewood Township School District,No,(n/a),No,Yes,(732) 905-3500,101,60 (5.4 %),218 (19.6 %),823 (74.0 %),3 (0.3 %),2 (0.2 %),4 (0.4 %),2 (0.2 %)
337,Paterson Charter School for Science/Technology,K-12,"1,046",14.7,79.60%,22.9,140,-197,"Public, Charter, Alternative",276 Wabash Avenue,Paterson,7503,Passaic,Paterson Charter School For Science And Technology,Yes,(n/a),No,Yes,(973) 247-0600,71,33 (3.2 %),419 (40.1 %),589 (56.3 %),3 (0.3 %),1 (0.1 %),1 (0.1 %),0 (0.0 %)
338,Saddle Brook Middle/High School,7-12,759,11.3,19.50%,22.8,273,-65,Public,355 Mayhill Street,Saddle Brook,7663,Bergen,Saddle Brook School District,No,(n/a),No,No,(201) 843-2880,67,521 (68.6 %),31 (4.1 %),153 (20.2 %),51 (6.7 %),0 (0.0 %),3 (0.4 %),0 (0.0 %)
