rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2012),rank change from 2012,school type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,full time teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
252,Sussex County Technical School,9-12,687,11.8,23.10%,52.5,270,18.00,Public,105 North Church Road,Sparta,07871,Sussex,Sussex County Technical School District,No,(n/a),No,Yes,(973) 383-6700,58,611 (88.9 %),25 (3.6 %),33 (4.8 %),15 (2.2 %),3 (0.4 %),0 (0.0 %),0 (0.0 %)
253,Academy for Urban Leadership Charter School,8-12,298,,56.00%,52,,,"Public, Charter",612 Amboy Ave,Perth Amboy,08861,Middlesex,Academy for Urban Leadership Charter School,Yes,(n/a),No,Yes,(848) 203-3742,,3 (1.0 %),15 (5.0 %),279 (93.6 %),0 (0.0 %),0 (0.0 %),1 (0.3 %),0 (0.0 %)
254,North Bergen High School,9-12,"2,597",15.9,64.00%,51.9,209,-45,Public,7417 Kennedy Blvd,North Bergen,07047,Hudson,North Bergen School District,No,(n/a),No,No,(201) 295-2800,162,302 (11.6 %),38 (1.5 %),"2,150 (82.8 %)",105 (4.0 %),0 (0.0 %),1 (0.0 %),1 (0.0 %)
255,School Of Government & Public Administration,9-12,653,10.7,67.80%,51.8,374,119.00,Public,150 Park Avenue,Paterson,07501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2488,61,2 (0.3 %),156 (23.9 %),494 (75.7 %),0 (0.0 %),0 (0.0 %),1 (0.2 %),0 (0.0 %)
256,Manville High School,9-12,362,10.6,35.10%,51.5,275,19.00,Public,1100 Brooks Boulevard,Manville,08835,Somerset,Manville Board Of Education,No,(n/a),No,Yes,(908) 231-6806,34,229 (63.3 %),20 (5.5 %),106 (29.3 %),7 (1.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
257,Butler High School,9-12,471,9.5,15.70%,51.5,272,15.00,Public,38 Bartholdi Avenue,Butler,07405,Morris,Butler Public School District,No,(n/a),No,Yes,(973) 492-2000,49,405 (86.0 %),11 (2.3 %),42 (8.9 %),13 (2.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
258,Maple Shade High School,7-12,851,12.4,37.40%,51.3,254,-4,Public,180 Frederick Ave,Maple Shade,08052,Burlington,Maple Shade School District,No,(n/a),No,Yes,(856) 779-2880,69,635 (74.6 %),86 (10.1 %),96 (11.3 %),28 (3.3 %),0 (0.0 %),0 (0.0 %),6 (0.7 %)
259,Ridgefield Park Junior Senior High School,7-12,"1,274",13.8,35.20%,50.9,166,-93,Public,1 Ozzie Nelson Drive,Ridgefield Park,07660,Bergen,Ridgefield Park School District,No,(n/a),No,No,(201) 440-1440,92,416 (32.7 %),84 (6.6 %),642 (50.4 %),101 (7.9 %),1 (0.1 %),26 (2.0 %),4 (0.3 %)
260,Barnegat High School,9-12,"1,025",12.7,28.70%,50.7,181,-79,Public,180 Bengal Blvd,Barnegat,08005,Ocean,Barnegat Township School District,No,(n/a),No,No,(609) 660-7510,80,823 (80.3 %),84 (8.2 %),82 (8.0 %),26 (2.5 %),2 (0.2 %),1 (0.1 %),7 (0.7 %)
261,Gloucester City Junior Senior High School,7-12,817,10.4,62.40%,50.7,307,46.00,Public,1300 Market Street,Gloucester City,08030,Camden,Gloucester City Public School District,No,(n/a),No,Yes,(856) 456-7000,78,684 (83.7 %),42 (5.1 %),66 (8.1 %),24 (2.9 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
262,Bloomfield High School,9-12,"1,946",11.9,38.00%,50.2,249,-13,Public,160 Broad Street,Bloomfield,07003,Essex,Bloomfield Township School District,No,(n/a),No,Yes,(973) 680-8500,163,536 (27.5 %),539 (27.7 %),675 (34.7 %),185 (9.5 %),3 (0.2 %),8 (0.4 %),0 (0.0 %)
263,Deptford Township High School,9-12,"1,013",12.3,42.90%,50.1,266,3.00,Public,575 S Fox Run Rd,Deptford,08096,Gloucester,Deptford Township Public School District,No,(n/a),No,No,(856) 232-2713,82,642 (63.4 %),249 (24.6 %),71 (7.0 %),48 (4.7 %),2 (0.2 %),1 (0.1 %),0 (0.0 %)
264,Triton Regional High School,9-12,"1,417",13.9,28.30%,50.1,245,-19,Public,250 Schubert Ave,Runnemede,08078,Camden,Black Horse Pike Regional School District,No,(n/a),No,Yes,(856) 939-4500,102,"1,132 (79.9 %)",100 (7.1 %),102 (7.2 %),77 (5.4 %),5 (0.4 %),0 (0.0 %),1 (0.1 %)
265,Phillipsburg High School,9-12,"1,588",13,26.00%,50,257,-8,Public,1 Liner Lane,Phillipsburg,08865,Warren,Phillipsburg School District,No,(n/a),No,No,(908) 454-6551,122,"1,153 (72.6 %)",165 (10.4 %),180 (11.3 %),72 (4.5 %),1 (0.1 %),0 (0.0 %),17 (1.1 %)
266,Teaneck High School,9-12,"1,274",11.1,32.50%,49.7,243,-23,Public,100 Elizabeth Ave,Teaneck,07666,Bergen,Teaneck School District,No,(n/a),No,No,(201) 833-5400,114,159 (12.5 %),592 (46.5 %),351 (27.6 %),139 (10.9 %),4 (0.3 %),2 (0.2 %),27 (2.1 %)
267,Egg Harbor Township High School,9-12,"2,492",13,38.70%,49.7,273,6.00,Public,24 High School Drive,Egg Harbor Township,08234,Atlantic,Egg Harbor Township School District,No,(n/a),No,No,(609) 653-0100,191,"1,215 (48.8 %)",271 (10.9 %),540 (21.7 %),341 (13.7 %),0 (0.0 %),2 (0.1 %),123 (4.9 %)
268,West Orange High School,9-12,"2,139",11.9,36.00%,49.6,264,-4,Public,51 Conforti Ave,West Orange,07052,Essex,West Orange Public Schools,No,(n/a),No,No,(973) 669-5301,178,445 (20.8 %),"1,032 (48.2 %)",508 (23.7 %),140 (6.5 %),0 (0.0 %),0 (0.0 %),14 (0.7 %)
269,Florence Township Memorial High School,9-12,441,14.9,31.30%,49.5,289,20.00,Public,1050 Cedar Lane,Florence,08518,Burlington,Florence Township School District,No,(n/a),No,Yes,(609) 499-4620,30,278 (63.0 %),113 (25.6 %),15 (3.4 %),35 (7.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
270,Weehawken High School,7-12,480,10.4,54.60%,48.9,162,-108,Public,53 Liberty Place,Weehawken,07086,Hudson,Weehawken Public School District,No,(n/a),No,Yes,(201) 422-6130,46,108 (22.5 %),22 (4.6 %),328 (68.3 %),17 (3.5 %),0 (0.0 %),0 (0.0 %),5 (1.0 %)
271,Passaic County-Manchester Regional High School,9-12,902,15.6,74.40%,48.8,288,17.00,Public,70 Church Street,Haledon,07508,Passaic,Passaic County Manchester Regional High School District,No,(n/a),No,Yes,(973) 389-2821,58,187 (20.7 %),199 (22.1 %),481 (53.3 %),17 (1.9 %),2 (0.2 %),16 (1.8 %),0 (0.0 %)
272,South Amboy Middle/High School,6-12,512,12.8,37.90%,48,229,-43,"Public, Alternative",200 Governor Harold G Hoffman,South Amboy,08879,Middlesex,South Amboy School District,No,(n/a),No,Yes,(732) 316-7669,40,349 (68.2 %),28 (5.5 %),114 (22.3 %),21 (4.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
273,Cedar Creek High School,9-12,840,13.3,39.80%,47.5,267,-6,Public,1701 New York Ave.,Egg Harbor City,08215,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 593-3560,63,526 (62.6 %),121 (14.4 %),160 (19.0 %),23 (2.7 %),2 (0.2 %),3 (0.4 %),5 (0.6 %)
274,Burlington County Inst Of Technical - Westhampton,9-12,"1,247",13.9,49.70%,47.3,286,12.00,Public,695 Woodlane Rd,Westampton,08060,Burlington,Burlington County Institute Of Technology,No,(n/a),No,Yes,(609) 267-4226,90,325 (26.1 %),681 (54.6 %),154 (12.3 %),25 (2.0 %),8 (0.6 %),5 (0.4 %),49 (3.9 %)
275,Manchester Township High School,9-12,"1,041",11.6,34.60%,46.9,237,-38,Public,101 S Colonial Dr,Manchester,08759,Ocean,Manchester Township School District,No,(n/a),No,No,(732) 657-2121,90,691 (66.4 %),172 (16.5 %),134 (12.9 %),31 (3.0 %),3 (0.3 %),3 (0.3 %),7 (0.7 %)
276,Ridgefield Memorial High School,9-12,568,10.7,21.50%,46,285,9.00,Public,555 Walnut St,Ridgefield,07657,Bergen,Ridgefield School District,No,(n/a),No,Yes,(201) 945-4455,53,215 (37.9 %),26 (4.6 %),171 (30.1 %),155 (27.3 %),0 (0.0 %),0 (0.0 %),1 (0.2 %)
277,Palisades Park Junior-Senior High School,8-12,557,,40.80%,45.7,283,6.00,Public,Veterans Plaza,Palisades Park,07650,Bergen,Palisades Park School District,No,(n/a),No,Yes,(201) 941-1100,,93 (16.7 %),27 (4.8 %),213 (38.2 %),219 (39.3 %),0 (0.0 %),2 (0.4 %),3 (0.5 %)
278,Henry P. Becton Regional High School,9-12,504,12.7,30.40%,45.3,259,-19,Public,Vreeland Avenue,East Rutherford,07073,Bergen,Carlstadt-East Rutherford Regional High School District,No,(n/a),No,Yes,(201) 935-3007,40,273 (54.2 %),29 (5.8 %),161 (31.9 %),41 (8.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
279,Lodi High School,9-12,967,14.8,61.10%,45,320,41.00,Public,99 Putnam Street,Lodi,07644,Bergen,Lodi School District,No,(n/a),No,Yes,(973) 478-6100,65,330 (34.1 %),86 (8.9 %),459 (47.5 %),68 (7.0 %),0 (0.0 %),24 (2.5 %),0 (0.0 %)
280,Pennsville Memorial High School,9-12,486,8.9,23.50%,44.9,274,-6,Public,110 S Broadway,Pennsville,08070,Salem,Pennsville Public School District,No,(n/a),No,Yes,(856) 540-6200,54,447 (92.0 %),8 (1.6 %),13 (2.7 %),12 (2.5 %),0 (0.0 %),0 (0.0 %),6 (1.2 %)
281,Memorial Senior High School,9-12,733,15.6,36.80%,44.5,310,29.00,Public,375 River Dr,Elmwood Park,07407,Bergen,Elmwood Park School District,No,(n/a),No,No,(201) 796-8700,47,336 (45.8 %),54 (7.4 %),258 (35.2 %),77 (10.5 %),0 (0.0 %),6 (0.8 %),2 (0.3 %)
282,Pinelands Regional High School,10-12,829,9.9,34.90%,44.5,292,10.00,Public,565 Nugentown Road,Little Egg Harbor,08087,Ocean,Pinelands Regional School District,No,(n/a),No,No,(609) 296-3106,83,754 (91.0 %),23 (2.8 %),38 (4.6 %),13 (1.6 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
283,Buena Regional High School,9-12,824,12.5,42.40%,44.5,298,15.00,Public,125 Weymouth Road,Buena,08310,Atlantic,Buena Regional School District,No,(n/a),No,No,(856) 697-2400,66,526 (63.8 %),125 (15.2 %),158 (19.2 %),10 (1.2 %),0 (0.0 %),1 (0.1 %),4 (0.5 %)
284,Brick Township High School,9-12,"1,529",12.8,23.20%,44.2,255,-29,Public,346 Chambers Bridge Rd,Brick,08723,Ocean,Brick Township Public School District,No,(n/a),No,No,(732) 785-3000,119,"1,224 (80.1 %)",44 (2.9 %),213 (13.9 %),41 (2.7 %),4 (0.3 %),3 (0.2 %),0 (0.0 %)
285,Middlesex County Vocational School Perth Amboy,9-12,297,13.2,75.80%,44,305,20.00,Public,457 High Street,Perth Amboy,08861,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 376-6300,23,33 (11.1 %),29 (9.8 %),232 (78.1 %),3 (1.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
286,Sterling High School,9-12,906,12.5,26.20%,44,214,-72,Public,501 South Warwick Road,Somerdale,08083,Camden,Sterling Regional School District,No,(n/a),No,Yes,(856) 784-1333,72,619 (68.3 %),174 (19.2 %),51 (5.6 %),41 (4.5 %),1 (0.1 %),6 (0.7 %),14 (1.5 %)
287,Henry Hudson Regional School,7-12,365,9,28.00%,43.9,207,-80,Public,1 Grand Tour,Highlands,07732,Monmouth,Henry Hudson Regional School District,No,(n/a),No,Yes,(732) 872-0900,40,319 (87.4 %),19 (5.2 %),12 (3.3 %),13 (3.6 %),0 (0.0 %),0 (0.0 %),2 (0.5 %)
288,Union Senior High,9-12,"2,387",14.1,41.90%,43.5,302,14.00,Public,2350 North Third Street,Union,07083,Union,Township Of Union School District,No,(n/a),No,Yes,(908) 851-6500,169,548 (23.0 %),"1,138 (47.7 %)",449 (18.8 %),231 (9.7 %),1 (0.0 %),15 (0.6 %),5 (0.2 %)
289,Hackensack High School,9-12,"1,818",13.3,40.40%,43.4,287,-2,Public,First & Beech Streets,Hackensack,07601,Bergen,Hackensack School District,No,(n/a),No,Yes,(201) 646-7900,136,411 (22.6 %),508 (27.9 %),794 (43.7 %),98 (5.4 %),1 (0.1 %),6 (0.3 %),0 (0.0 %)
290,The Barack Obama Green Charter High School,9-12,163,,82.80%,43.2,322,32.00,"Public, Charter",35 Watchung Ave,Plainfield,07060,Union,The Barack Obama Green Charter High School,Yes,(n/a),No,Yes,(877) 643-4064,,0 (0.0 %),94 (57.7 %),64 (39.3 %),4 (2.5 %),0 (0.0 %),0 (0.0 %),1 (0.6 %)
291,South River High School,9-12,644,12.3,42.20%,43.1,248,-43,Public,11 Montgomery Street,South River,08882,Middlesex,South River Public School District,No,(n/a),No,Yes,(732) 613-4014,52,393 (61.0 %),52 (8.1 %),169 (26.2 %),18 (2.8 %),0 (0.0 %),0 (0.0 %),12 (1.9 %)
292,Overbrook Senior High School,9-12,716,11.5,38.60%,42.2,303,11.00,Public,1200 Turnersville Road,Pine Hill,08021,Camden,Pine Hill School District,No,(n/a),No,Yes,(856) 767-8000,62,439 (61.3 %),168 (23.5 %),59 (8.2 %),39 (5.4 %),1 (0.1 %),1 (0.1 %),9 (1.3 %)
293,Central Regional High School,9-12,"1,325",14.3,34.30%,41.5,244,-49,Public,509 Forest Hills Parkway,Bayville,08721,Ocean,Central Regional School District,No,(n/a),No,Yes,(732) 269-1100,93,"1,037 (78.3 %)",72 (5.4 %),155 (11.7 %),18 (1.4 %),1 (0.1 %),4 (0.3 %),38 (2.9 %)
294,Plainfield Academy For The Arts & Advanced Studies,7-12,318,9.9,66.40%,41.2,,,Public,1700 West Front St,Plainfield,07063,Union,Plainfield Public Schools,No,(n/a),No,No,(908) 731-4421,32,8 (2.5 %),171 (53.8 %),138 (43.4 %),1 (0.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
295,Belleville High School,9-12,"1,516",12.6,41.40%,40.6,304,9.00,Public,100 Passaic Ave,Belleville,07109,Essex,Belleville Public Schools,No,(n/a),No,Yes,(973) 532-5012,120,280 (18.5 %),160 (10.6 %),870 (57.4 %),196 (12.9 %),0 (0.0 %),10 (0.7 %),0 (0.0 %)
296,Collingswood High School,9-12,692,10.6,42.20%,40,251,-45,Public,424 Collings Ave,Collingswood,08108,Camden,Collingswood Public School District,No,(n/a),No,Yes,(856) 962-5701,65,378 (54.6 %),141 (20.4 %),121 (17.5 %),33 (4.8 %),5 (0.7 %),0 (0.0 %),14 (2.0 %)
297,Glassboro High School,9-12,635,11.8,38.40%,39,318,21.00,Public,560 Joseph L Bowe Blvd,Glassboro,08028,Gloucester,Glassboro School District,No,(n/a),No,Yes,(856) 652-2700,54,328 (51.7 %),224 (35.3 %),55 (8.7 %),22 (3.5 %),1 (0.2 %),1 (0.2 %),4 (0.6 %)
298,Leap Academy University Charter School,K-12,"1,204",12.9,90.50%,38.7,337,39.00,"Public, Charter, Alternative",549 Cooper Street,Camden,08102,Camden,Leap Academy University Charter School,Yes,(n/a),No,Yes,(856) 614-0400,93,5 (0.4 %),544 (45.2 %),613 (50.9 %),31 (2.6 %),0 (0.0 %),1 (0.1 %),10 (0.8 %)
299,Keyport High School,9-12,509,,38.90%,38.7,277,-22,Public,351 Broad Street,Keyport,07735,Monmouth,Keyport School District,No,(n/a),No,Yes,(732) 212-6100,,355 (69.7 %),55 (10.8 %),92 (18.1 %),7 (1.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
300,Memorial High School,9-12,"1,739",,83.50%,37.8,300,0.00,Public,5501 Park Ave,West New York,07093,Hudson,West New York Board Of Education,No,(n/a),No,Yes,(201) 553-4110,,62 (3.6 %),21 (1.2 %),"1,643 (94.5 %)",12 (0.7 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
301,Foundation Academy Charter School,K-12,365,14,83.30%,36.9,,,"Public, Charter, Alternative",363 West State Street,Trenton,08608,Mercer,Foundation Academy Charter School,Yes,(n/a),No,No,(609) 920-9200,26,6 (1.6 %),224 (61.4 %),124 (34.0 %),5 (1.4 %),2 (0.5 %),1 (0.3 %),3 (0.8 %)
302,Hopatcong High School,9-12,638,12.3,25.10%,36.3,314,12.00,Public,2a Windsor Ave,Hopatcong,07843,Sussex,Hopatcong Borough School District,No,(n/a),No,Yes,(973) 398-8803,52,477 (74.8 %),28 (4.4 %),114 (17.9 %),17 (2.7 %),0 (0.0 %),1 (0.2 %),1 (0.2 %)
303,Hamilton North-Nottingham,9-12,"1,314",13.6,42.50%,36,282,-21,Public,1055 Klockner Road,Hamilton,08619,Mercer,Hamilton Township Public School District,No,(n/a),No,Yes,(609) 631-4161,96,475 (36.1 %),443 (33.7 %),326 (24.8 %),32 (2.4 %),2 (0.2 %),1 (0.1 %),35 (2.7 %)
304,Middlesex County Vocational School Piscataway,9-12,332,10,72.60%,35.6,315,11.00,Public,21 Suttons Lane,Piscataway,08854,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,Yes,(732) 985-0717,33,69 (20.8 %),57 (17.2 %),195 (58.7 %),10 (3.0 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
305,Lindenwold High School,9-12,558,10.1,65.40%,35.1,342,37.00,Public,801 Egg Harbor Road,Lindenwold,08021,Sussex,Lindenwold Public School District,No,(n/a),No,Yes,(856) 741-0320,55,101 (18.1 %),293 (52.5 %),152 (27.2 %),9 (1.6 %),1 (0.2 %),2 (0.4 %),0 (0.0 %)
306,Ewing High School,9-12,"1,135",13,36.70%,34.9,293,-13,Public,900 Parkway Ave,Ewing,08618,Mercer,Ewing Township School District,No,(n/a),No,Yes,(609) 538-9800,87,358 (31.5 %),563 (49.6 %),144 (12.7 %),44 (3.9 %),0 (0.0 %),1 (0.1 %),25 (2.2 %)
307,Franklin High School,9-12,"2,071",12.3,43.60%,34.9,268,-39,Public,500 Elizabeth Avenue,Somerset,08873,Somerset,Franklin Township Public School District,No,(n/a),No,No,(732) 302-4200,168,366 (17.7 %),939 (45.3 %),483 (23.3 %),268 (12.9 %),5 (0.2 %),3 (0.1 %),7 (0.3 %)
308,Bound Brook High School,9-12,499,12.5,61.10%,34.6,306,-2,Public,111 West Union Avenue,Bound Brook,08805,Somerset,Bound Brook School District,No,(n/a),No,No,(732) 652-7950,40,116 (23.2 %),58 (11.6 %),305 (61.1 %),14 (2.8 %),0 (0.0 %),2 (0.4 %),4 (0.8 %)
309,Arthur P Schalick High School,9-12,577,12.6,29.30%,33.9,235,-74,Public,718 Centerton Road,Pittsgrove,08318,Salem,Pittsgrove Township School District,No,(n/a),No,Yes,(856) 358-2054,46,451 (78.2 %),41 (7.1 %),57 (9.9 %),4 (0.7 %),0 (0.0 %),0 (0.0 %),24 (4.2 %)
310,Camden County Technical School-Pennsauken,9-12,789,11.8,88.90%,33.9,260,-50,Public,6008 Browning Road,Pennsauken,08109,Camden,Camden County Technical School District,No,(n/a),No,Yes,(856) 663-1040,67,15 (1.9 %),228 (28.9 %),505 (64.0 %),28 (3.5 %),2 (0.3 %),1 (0.1 %),10 (1.3 %)
311,Carteret High School,9-12,"1,061",13.6,57.10%,33.5,269,-42,Public,199 Washington Avenue,Carteret,07008,Middlesex,Carteret Public School District,No,(n/a),No,Yes,(732) 541-8960,78,179 (16.9 %),218 (20.5 %),415 (39.1 %),243 (22.9 %),0 (0.0 %),0 (0.0 %),6 (0.6 %)
312,Oakcrest High School,9-12,"1,163",11.9,45.30%,32.9,279,-33,Public,1824 Dr Dennis Foreman Drive,Mays Landing,08330,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 909-2600,97,572 (49.2 %),317 (27.3 %),189 (16.3 %),70 (6.0 %),2 (0.2 %),6 (0.5 %),7 (0.6 %)
313,Harrison High School,9-12,655,12.8,84.90%,32.4,276,-37,Public,401 Kingsland Avenue,Harrison,07029,Hudson,Harrison Public Schools,No,(n/a),No,Yes,(973) 482-5050,51,164 (25.0 %),16 (2.4 %),438 (66.9 %),34 (5.2 %),1 (0.2 %),1 (0.2 %),1 (0.2 %)
314,Lower Cape May Regional High School,9-12,964,11.4,36.00%,32.2,280,-34,Public,687 Rt 9,Cape May,08204,Cape May,Lower Cape May Regional School District,No,(n/a),No,Yes,(609) 884-3475,84,842 (87.3 %),47 (4.9 %),66 (6.8 %),7 (0.7 %),2 (0.2 %),0 (0.0 %),0 (0.0 %)
315,Clifton High School,9-12,"3,274",14.2,42.60%,32.1,284,-31,Public,333 Colfax Avenue,Clifton,07013,Passaic,Clifton Public School District,No,(n/a),No,No,(973) 470-2312,229,"1,195 (36.5 %)",153 (4.7 %),"1,635 (49.9 %)",286 (8.7 %),3 (0.1 %),0 (0.0 %),2 (0.1 %)
316,Winslow Township High School,9-12,"1,303",12,43.30%,32,312,-4,Public,10 Cooper Folly Road,Atco,08004,Camden,Winslow Township School District,No,(n/a),No,Yes,(856) 767-1850,109,354 (27.2 %),780 (59.9 %),116 (8.9 %),42 (3.2 %),3 (0.2 %),0 (0.0 %),8 (0.6 %)
317,Garfield High School,9-12,"1,097",13.3,60.70%,31.2,301,-16,Public,500 Palisade Ave,Garfield,07026,Bergen,Garfield Public School District,No,(n/a),No,Yes,(973) 340-5010,82,412 (37.6 %),87 (7.9 %),582 (53.1 %),10 (0.9 %),1 (0.1 %),4 (0.4 %),1 (0.1 %)
318,Union County TEAMS Charter School,K-12,314,21,63.70%,30.5,116,-202,"Public, Charter, Alternative",515 517 West Fourth Street,Plainfield,07060,Union,Union County Teams Charter School-High School/College La,Yes,(n/a),No,Yes,(908) 754-9043,15,0 (0.0 %),264 (84.1 %),50 (15.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
319,North Plainfield High School,9-12,"1,476",11.1,65.10%,28.9,323,4.00,Public,34 Wilson Ave,N Plainfield,07060,Somerset,North Plainfield School District,No,(n/a),No,Yes,(908) 769-6000,132,187 (12.7 %),335 (22.7 %),856 (58.0 %),88 (6.0 %),0 (0.0 %),0 (0.0 %),10 (0.7 %)
320,Woodbury Junior-Senior High School,6-12,721,10,58.30%,28,297,-23,"Public, Alternative",25 N. Broad Street,Woodbury,08096,Gloucester,Woodbury City Public School District,No,(n/a),No,Yes,(856) 853-0123,72,298 (41.3 %),303 (42.0 %),90 (12.5 %),9 (1.2 %),4 (0.6 %),3 (0.4 %),14 (1.9 %)
321,School Of Earth And Space Science,9-12,228,8.7,68.00%,27.7,313,-8,Public,201 Memorial Drive,Paterson,07505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2290,26,13 (5.7 %),95 (41.7 %),108 (47.4 %),12 (5.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
322,Rosa L. Parks School of Fine and Performing Arts,9-12,252,7.6,81.40%,27.5,311,-11,Public,413 12th Avenue,Paterson,07514,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0520,33,7 (2.8 %),132 (52.4 %),113 (44.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
323,Vineland Senior High School,9-12,"2,656",11.1,57.30%,27.3,341,18.00,Public,2880 E Chestnut Ave,Vineland,08360,Cumberland,Vineland Public School District,No,(n/a),No,Yes,(856) 794-6800,238,797 (30.0 %),527 (19.8 %),"1,251 (47.1 %)",58 (2.2 %),19 (0.7 %),2 (0.1 %),2 (0.1 %)
324,Pemberton Township High School,9-12,"1,013",10,48.60%,27.1,336,12.00,Public,148 Arneys Mount Road,Pemberton,08068,Burlington,Pemberton Township School District,No,(n/a),No,Yes,(609) 893-8141,101,490 (48.4 %),347 (34.3 %),132 (13.0 %),33 (3.3 %),7 (0.7 %),4 (0.4 %),0 (0.0 %)
325,Neptune High School,9-12,"1,361",13.4,56.10%,26.1,343,18.00,Public,55 Neptune Boulevard,Neptune,07753,Monmouth,Neptune Township School District,No,(n/a),No,Yes,(732) 776-2200,101,325 (23.9 %),804 (59.1 %),178 (13.1 %),14 (1.0 %),0 (0.0 %),2 (0.1 %),38 (2.8 %)
326,Dwight Morrow High School/Academies@Englewood,9-12,"1,070",11.3,39.80%,25.6,321,-5,Public,274 Knickerbocker Rd,Englewood,07631,Bergen,Englewood Public School District,No,(n/a),No,Yes,(201) 862-6039,94,102 (9.5 %),453 (42.3 %),338 (31.6 %),159 (14.9 %),2 (0.2 %),7 (0.7 %),9 (0.8 %)
327,Chartertech High School For The Performing Arts,9-12,314,10.1,52.20%,25.2,258,-69,"Public, Charter",413 New Road,Somers Point,08244,Atlantic,Chartertech High School For The Performing Arts,Yes,(n/a),No,Yes,(609) 926-7694,31,127 (40.4 %),110 (35.0 %),62 (19.7 %),5 (1.6 %),0 (0.0 %),2 (0.6 %),8 (2.5 %)
328,Burlington County Inst Of Technical - Medford,9-12,853,12.7,41.30%,24,328,0.00,Public,10 Hawkin Rd,Medford,08055,Burlington,Burlington County Institute Of Technology,No,(n/a),No,No,(609) 654-0200,67,527 (61.8 %),187 (21.9 %),91 (10.7 %),9 (1.1 %),4 (0.5 %),3 (0.4 %),32 (3.8 %)
329,University Academy Charter High School,9-12,419,10.7,74.50%,23.9,331,2.00,"Public, Charter",275 West Side Avenue,Jersey City,07305,Hudson,University Academy Charter High School,Yes,(n/a),No,Yes,(201) 200-3200,39,9 (2.1 %),257 (61.3 %),114 (27.2 %),39 (9.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
330,Hamilton West-Watson,9-12,"1,275",13,33.70%,23.4,309,-21,Public,2720 South Clinton Avenue,Hamilton,08610,Mercer,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4168,98,653 (51.2 %),237 (18.6 %),311 (24.4 %),45 (3.5 %),2 (0.2 %),0 (0.0 %),27 (2.1 %)
331,Riverside High School,9-12,443,11.6,41.10%,23.2,332,1.00,Public,112 E Washington Street,Riverside,08075,Burlington,Riverside Township School District,No,(n/a),No,Yes,(856) 461-1255,38,334 (75.4 %),46 (10.4 %),53 (12.0 %),6 (1.4 %),0 (0.0 %),4 (0.9 %),0 (0.0 %)
332,Union City High School,9-12,"2,449",14.1,91.70%,23.1,324,-8,Public,2500 Kennedy Blvd,Union City,07087,Hudson,Union City School District,No,(n/a),No,Yes,(201) 330-8678,173,38 (1.6 %),32 (1.3 %),"2,353 (96.1 %)",26 (1.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
333,Hoboken High School,9-12,592,10.9,80.90%,22.7,340,7.00,Public,Ninth & Clinton Sts,Hoboken,07030,Hudson,Hoboken Public School District,No,(n/a),No,Yes,(201) 356-3701,54,83 (14.0 %),121 (20.4 %),377 (63.7 %),11 (1.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
334,Linden High School,9-12,"1,751",13.3,51.10%,22.5,329,-5,Public,121 W St George Ave,Linden,07036,Union,Linden Public School District,No,(n/a),No,No,(908) 486-5432,131,384 (21.9 %),682 (38.9 %),627 (35.8 %),36 (2.1 %),2 (0.1 %),1 (0.1 %),19 (1.1 %)
335,Long Branch High School,9-12,"1,155",10,58.10%,21.4,339,4.00,Public,404 Indiana Avenue,Long Branch,07740,Monmouth,LONG BRANCH PUBLIC SCHOOL District,No,(n/a),No,Yes,(732) 229-7300,115,331 (28.7 %),330 (28.6 %),481 (41.6 %),13 (1.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
